SkAllMessageSendsLC,Task 01,2,2,4,2,2,
SkAllMessageSendsLC,Task 02,2,2,2,4,12,
SkAllMessageSendsLC,Task 03,2,2,2,2,2,2,4,
SkAllMessageSendsLC,Task 04,2,4,2,4,
SkAllMessageSendsLC,Task 05,
SkAllMessageSendsLC,Task 06,
SkAllMessageSendsLC,Task 07,
SkAllMessageSendsLC,Task 08,
SkAllMessageSendsLC,Task 09,2,2,
SkAllMessageSendsLC,Task 10,2,2,4,4,
SkAllMessageSendsLC,Task 11,
SkAllMessageSendsLC,Task 12,
SkAllMessageSendsLC,Task 13,
SkAllMessageSendsLC,Task 14,
SkAllInstanceCreationsOfClassLC,Task 01,
SkAllInstanceCreationsOfClassLC,Task 02,2,
SkAllInstanceCreationsOfClassLC,Task 03,2,
SkAllInstanceCreationsOfClassLC,Task 04,2,
SkAllInstanceCreationsOfClassLC,Task 05,2,2,2,4,2,2,2,2,2,2,2,2,
SkAllInstanceCreationsOfClassLC,Task 06,2,2,4,2,2,2,4,10,
SkAllInstanceCreationsOfClassLC,Task 07,
SkAllInstanceCreationsOfClassLC,Task 08,2,
SkAllInstanceCreationsOfClassLC,Task 09,
SkAllInstanceCreationsOfClassLC,Task 10,
SkAllInstanceCreationsOfClassLC,Task 11,
SkAllInstanceCreationsOfClassLC,Task 12,
SkAllInstanceCreationsOfClassLC,Task 13,
SkAllInstanceCreationsOfClassLC,Task 14,
SkChangesOfAnyVariableLC,Task 01,2,
SkChangesOfAnyVariableLC,Task 02,
SkChangesOfAnyVariableLC,Task 03,
SkChangesOfAnyVariableLC,Task 04,
SkChangesOfAnyVariableLC,Task 05,
SkChangesOfAnyVariableLC,Task 06,
SkChangesOfAnyVariableLC,Task 07,
SkChangesOfAnyVariableLC,Task 08,
SkChangesOfAnyVariableLC,Task 09,
SkChangesOfAnyVariableLC,Task 10,
SkChangesOfAnyVariableLC,Task 11,2,
SkChangesOfAnyVariableLC,Task 12,2,
SkChangesOfAnyVariableLC,Task 13,2,2,2,
SkChangesOfAnyVariableLC,Task 14,2,
SkChangesOfVariableByNameLC,Task 01,2,
SkChangesOfVariableByNameLC,Task 02,
SkChangesOfVariableByNameLC,Task 03,
SkChangesOfVariableByNameLC,Task 04,
SkChangesOfVariableByNameLC,Task 05,
SkChangesOfVariableByNameLC,Task 06,
SkChangesOfVariableByNameLC,Task 07,
SkChangesOfVariableByNameLC,Task 08,
SkChangesOfVariableByNameLC,Task 09,2,
SkChangesOfVariableByNameLC,Task 10,2,
SkChangesOfVariableByNameLC,Task 11,2,
SkChangesOfVariableByNameLC,Task 12,4,2,
SkChangesOfVariableByNameLC,Task 13,2,2,
SkChangesOfVariableByNameLC,Task 14,4,2,4,
SkChangesOfAnyObjectOfClassLC,Task 01,
SkChangesOfAnyObjectOfClassLC,Task 02,
SkChangesOfAnyObjectOfClassLC,Task 03,
SkChangesOfAnyObjectOfClassLC,Task 04,
SkChangesOfAnyObjectOfClassLC,Task 05,
SkChangesOfAnyObjectOfClassLC,Task 06,
SkChangesOfAnyObjectOfClassLC,Task 07,
SkChangesOfAnyObjectOfClassLC,Task 08,
SkChangesOfAnyObjectOfClassLC,Task 09,4,
SkChangesOfAnyObjectOfClassLC,Task 10,2,
SkChangesOfAnyObjectOfClassLC,Task 11,2,2,
SkChangesOfAnyObjectOfClassLC,Task 12,8,2,8,2,
SkChangesOfAnyObjectOfClassLC,Task 13,8,2,
SkChangesOfAnyObjectOfClassLC,Task 14,8,
SkAllInstanceCreationsLC,Task 01,2,
SkAllInstanceCreationsLC,Task 02,2,2,4,2,
SkAllInstanceCreationsLC,Task 03,
SkAllInstanceCreationsLC,Task 04,2,2,4,
SkAllInstanceCreationsLC,Task 05,2,2,6,
SkAllInstanceCreationsLC,Task 06,2,2,6,4,
SkAllInstanceCreationsLC,Task 07,2,2,2,2,4,2,2,2,4,2,2,2,
SkAllInstanceCreationsLC,Task 08,2,2,2,6,2,2,2,4,2,
SkAllInstanceCreationsLC,Task 09,
SkAllInstanceCreationsLC,Task 10,
SkAllInstanceCreationsLC,Task 11,
SkAllInstanceCreationsLC,Task 12,2,
SkAllInstanceCreationsLC,Task 13,2,
SkAllInstanceCreationsLC,Task 14,
SkChangesOfInstanceVariableLC,Task 01,4,
SkChangesOfInstanceVariableLC,Task 02,
SkChangesOfInstanceVariableLC,Task 03,
SkChangesOfInstanceVariableLC,Task 04,4,
SkChangesOfInstanceVariableLC,Task 05,
SkChangesOfInstanceVariableLC,Task 06,
SkChangesOfInstanceVariableLC,Task 07,
SkChangesOfInstanceVariableLC,Task 08,
SkChangesOfInstanceVariableLC,Task 09,
SkChangesOfInstanceVariableLC,Task 10,
